GSM5788725	01_AD_07_NL_01
GSM5788726	01_AD_09_NL_02
GSM5788727	01_AD_11_LS_02
GSM5788728	01_AD_11_NL_01
GSM5788729	01_AD_12_LS_02
GSM5788730	01_AD_12_NL_01
GSM5788731	01_AD_15_LS_01
GSM5788732	01_AD_15_NL_02
GSM5788733	01_AD_18_LS_02
GSM5788734	01_AD_18_NL_01
GSM5788735	01_AD_18_NL_02
GSM5788736	01_AD_19_LS_01
GSM5788737	01_AD_24_NL_02
GSM5788738	01_AD_25_LS_02
GSM5788739	01_AD_25_NL_01
GSM5788740	01_AD_26_LS_01
GSM5788741	01_CO_31_HC_02
GSM5788742	01_CO_33_HC_01
GSM5788743	01_CO_40_HC_01
GSM5788744	01_CO_45_HC_02
GSM5788745	01_CO_48_HC_01
GSM5788746	01_CO_55_HC_01
GSM5788747	01_CO_59_HC_02
GSM5788748	02_AD_02_LS_02
GSM5788749	02_AD_06_LS_01
GSM5788750	02_AD_06_NL_01
GSM5788751	02_AD_11_LS_02
GSM5788752	02_AD_12_LS_01
GSM5788753	02_AD_15_LS_01
GSM5788754	02_AD_17_LS_02
GSM5788755	02_AD_17_NL_01
GSM5788756	02_AD_23_LS_01
GSM5788757	02_AD_23_NL_01
GSM5788758	02_CO_33_HC_01
GSM5788759	02_CO_45_HC_01
GSM5788760	02_CO_52_HC_01
GSM5788761	02_CO_54_HC_02
GSM5788762	03_AD_02_NL_01
GSM5788763	03_AD_06_NL_01
GSM5788764	03_AD_12_LS_02
GSM5788765	03_AD_13_LS_01
GSM5788766	03_AD_16_NL_01
GSM5788767	03_AD_22_NL_01
GSM5788768	03_AD_23_NL_02
GSM5788769	03_CO_42_HC_01
GSM5788770	03_CO_46_HC_01
GSM5788771	03_CO_48_HC_01
GSM5788772	03_CO_52_HC_01
GSM5788773	03_CO_54_HC_02
GSM5788774	04_AD_06_NL_02
GSM5788775	04_AD_13_LS_02
GSM5788776	04_AD_13_NL_02
GSM5788777	04_AD_16_LS_02
GSM5788778	04_AD_16_NL_01
GSM5788779	04_AD_16_NL_02
GSM5788780	04_AD_25_NL_01
GSM5788781	04_CO_46_HC_02
GSM5788782	05_AD_06_NL_02
GSM5788783	05_AD_12_LS_02
GSM5788784	05_AD_12_NL_02
GSM5788785	05_AD_13_NL_02
GSM5788786	05_AD_16_NL_02
GSM5788787	05_CO_33_HC_01
GSM5788788	05_CO_33_HC_02
GSM5788789	05_CO_48_HC_02
GSM5788790	01_AD_02_LS_02
GSM5788791	01_AD_02_NL_01
GSM5788792	01_AD_06_LS_02
GSM5788793	01_AD_07_LS_01
GSM5788794	01_AD_08_LS_01
GSM5788795	01_AD_08_NL_02
GSM5788796	01_AD_11_NL_02
GSM5788797	01_AD_14_LS_01
GSM5788798	01_AD_14_LS_02
GSM5788799	01_AD_23_NL_02
GSM5788800	01_AD_25_LS_01
GSM5788801	01_AD_26_LS_02
GSM5788802	01_AD_28_NL_02
GSM5788803	01_AD_29_NL_02
GSM5788804	01_AD_30_NL_02
GSM5788805	01_CO_31_HC_01
GSM5788806	01_CO_35_HC_01
GSM5788807	01_CO_46_HC_02
GSM5788808	01_CO_47_HC_01
GSM5788809	01_CO_50_HC_01
GSM5788810	01_CO_51_HC_02
GSM5788811	01_CO_52_HC_01
GSM5788812	01_CO_54_HC_02
GSM5788813	01_CO_56_HC_01
GSM5788814	01_CO_58_HC_02
GSM5788815	01_CO_59_HC_01
GSM5788816	02_AD_02_NL_02
GSM5788817	02_AD_06_LS_02
GSM5788818	02_AD_09_NL_02
GSM5788819	02_AD_13_LS_01
GSM5788820	02_AD_13_LS_02
GSM5788821	02_AD_13_NL_01
GSM5788822	02_AD_14_LS_01
GSM5788823	02_AD_14_NL_01
GSM5788824	02_AD_16_LS_01
GSM5788825	02_AD_22_NL_02
GSM5788826	02_AD_23_LS_02
GSM5788827	02_CO_33_HC_02
GSM5788828	02_CO_46_HC_02
GSM5788829	02_CO_52_HC_02
GSM5788830	02_CO_56_HC_02
GSM5788831	05_AD_13_LS_02
GSM5788832	03_AD_15_NL_01
GSM5788833	03_AD_15_NL_02
GSM5788834	03_AD_16_LS_02
GSM5788835	03_AD_16_NL_02
GSM5788836	03_AD_23_LS_02
GSM5788837	03_AD_25_LS_01
GSM5788838	03_AD_25_NL_02
GSM5788839	03_CO_33_HC_01
GSM5788840	03_CO_43_HC_01
GSM5788841	03_CO_56_HC_01
GSM5788842	04_AD_02_LS_02
GSM5788843	04_AD_06_LS_01
GSM5788844	04_AD_12_NL_01
GSM5788845	04_AD_15_LS_01
GSM5788846	04_AD_15_NL_01
GSM5788847	04_AD_16_LS_01
GSM5788848	04_AD_22_NL_01
GSM5788849	04_AD_25_LS_01
GSM5788850	04_CO_33_HC_02
GSM5788851	04_CO_42_HC_01
GSM5788852	04_CO_48_HC_02
GSM5788853	04_CO_52_HC_02
GSM5788854	05_AD_02_LS_01
GSM5788855	05_AD_02_LS_02
GSM5788856	05_AD_06_NL_01
GSM5788857	05_AD_15_NL_01
GSM5788858	05_AD_16_LS_01
GSM5788859	05_AD_16_NL_01
GSM5788860	05_CO_39_HC_01
GSM5788861	05_CO_52_HC_02
GSM5788862	01_AD_03_LS_01
GSM5788863	01_AD_19_LS_02
GSM5788864	01_AD_20_LS_02
GSM5788865	01_AD_28_LS_01
GSM5788866	01_CO_37_HC_02
GSM5788867	02_AD_02_NL_01
GSM5788868	02_AD_12_NL_02
GSM5788869	02_AD_17_LS_01
GSM5788870	03_AD_02_LS_01
GSM5788871	04_AD_15_NL_02
GSM5788872	03_AD_13_NL_01
GSM5788873	05_AD_22_NL_02
GSM5788874	01_AD_13_LS_01
GSM5788875	01_AD_14_NL_01
GSM5788876	01_AD_22_LS_01
GSM5788877	03_CO_33_HC_02
GSM5788878	01_AD_23_LS_01
GSM5788879	01_AD_24_NL_01
GSM5788880	02_CO_46_HC_01
GSM5788881	01_AD_03_LS_02
GSM5788882	01_AD_12_NL_02
GSM5788883	01_AD_16_NL_01
GSM5788884	01_AD_28_NL_01
GSM5788885	01_CO_41_HC_01
GSM5788886	01_CO_45_HC_01
GSM5788887	01_CO_52_HC_02
GSM5788888	02_AD_06_NL_02
GSM5788889	02_CO_41_HC_02
GSM5788890	02_CO_42_HC_02
GSM5788891	03_AD_22_NL_02
GSM5788892	03_CO_46_HC_02
GSM5788893	04_AD_12_LS_01
GSM5788894	04_AD_12_LS_02
GSM5788895	05_CO_46_HC_01
